image_id,image_name,image_run_date_amount,image_create_role_pay_num,image_create_role_num,image_create_role_pay_sum,image_source_num,image_create_role_pay_rate,image_create_role_cost,image_create_role_pay_cost,image_valid_source_num,image_valid_source_rate,image_pay_sum_ability,image_pay_num_ability,image_create_role_roi,image_create_role_retain_1d,model_run_datetime,data_win,score,image_launch_time,image_source_total_num,media_id,label_ids
19575,SSR695-竖版失败（3D),1599.68,0.0,13.0,0.0,1,0.0,123.052308,inf,0.0,0.0,0.0,0.0,0.0,0.1538,2020-01-07,3,506.0,2020-01-06,8,10,
15018,Mxz023,6945.32,0.0,176.0,0.0,5,0.0,39.462045,inf,0.0,0.0,0.0,0.0,0.0,0.1217,2020-01-08,3,497.0,2019-09-28,190,10,
16316,SSR123-竖版,2377.95,1.0,151.0,12.0,1,0.0066,15.748013,2377.95,1.0,1.0,12.0,1.0,0.005046,0.0773,2020-01-08,3,529.0,2019-08-16,258,10,
17361,SSR268-横版（扒）,1468.47,0.0,30.0,0.0,1,0.0,48.949,inf,0.0,0.0,0.0,0.0,0.0,0.125,2020-01-08,3,480.0,2019-12-04,5,10,
17434,SSR284-横板,884.96,1.0,49.0,12.0,1,0.0204,18.060408,884.96,1.0,1.0,12.0,1.0,0.01356,0.1,2020-01-08,3,541.0,2019-09-24,119,10,
17614,SSR315-竖版,866.38,0.0,6.0,0.0,2,0.0,144.396667,inf,0.0,0.0,0.0,0.0,0.0,0.0,2020-01-08,3,387.0,2020-01-03,3,10,
17817,SSR364-竖版(扒),7124.98,2.0,223.0,300.0,3,0.009,31.950583,3562.49,0.0,0.0,0.0,0.0,0.042105,0.1205,2020-01-08,3,572.0,2019-10-16,245,10,
18072,SSR430-横版（扒）,13491.99,3.0,343.0,114.0,8,0.0087,39.335248,4497.33,3.0,0.375,38.0,1.0,0.008449,0.0909,2020-01-08,3,520.0,2019-10-30,73,10,
18166,Mxz279,4288.14,1.0,30.0,12.0,2,0.0333,142.938,4288.14,2.0,1.0,6.0,0.5,0.002798,0.1944,2020-01-08,3,518.0,2019-11-12,41,10,
18435,SSR490-横版（扒）,13372.42,2.0,480.0,200.0,10,0.0042,27.859208,6686.21,0.0,0.0,0.0,0.0,0.014956,0.083,2020-01-08,3,565.0,2019-11-18,18,10,
