,channel_id,source_id,image_id,materialstyle,brand,subtitle,titles
6302,21206,1429748,43829,113,罗马：单机加强版,下载领取中国区专属福利！,"['当年风靡一时的王国出手游啦！开局选文明、伐木建造、原汁原味!', '开局1个农民，砍树、采石、发展军队、拓展领地，多久一统王国？', '1:1还原经典端游，开局5个农民，伐木采石，填海造陆，建造王国！', '伐木采石建造！老玩家们你还记得帝王吗？现在终于出手游啦！', '完美还原经典端游，采集，伐木，挖石，3天打造属于你的王国！', '苦等20年，帝王终于出手游了！伐木造兵，建立属于你的王国！']"
6303,21206,1429736,40046,113,罗马：单机加强版,下载领取中国区专属福利！,"['苦等20年，帝王终于出手游了！伐木造兵，建立属于你的王国！', '开局1个农民，砍树、采石、发展军队、拓展领地，多久一统王国？', '1:1还原经典端游，开局5个农民，伐木采石，填海造陆，建造王国！', '完美还原经典端游，采集，伐木，挖石，3天打造属于你的王国！', '当年风靡一时的王国出手游啦！开局选文明、伐木建造、原汁原味!']"
6304,21206,1429739,44178,113,罗马：单机加强版,下载领取中国区专属福利！,"['伐木采石建造！老玩家们你还记得帝王吗？现在终于出手游啦！', '完美还原经典端游，采集，伐木，挖石，3天打造属于你的王国！', '1:1还原经典端游，开局5个农民，伐木采石，填海造陆，建造王国！', '苦等20年，帝王终于出手游了！伐木造兵，建立属于你的王国！', '开局1个农民，砍树、采石、发展军队、拓展领地，多久一统王国？']"
6305,21206,1429735,44178,113,罗马：单机加强版,下载领取中国区专属福利！,"['开局1个农民，砍树、采石、发展军队、拓展领地，多久一统王国？', '完美还原经典端游，采集，伐木，挖石，3天打造属于你的王国！', '伐木采石建造！老玩家们你还记得帝王吗？现在终于出手游啦！', '1:1还原经典端游，开局5个农民，伐木采石，填海造陆，建造王国！', '苦等20年，帝王终于出手游了！伐木造兵，建立属于你的王国！']"
6306,21206,1429722,43883,113,罗马：单机加强版,下载领取中国区专属福利！,"['苦等20年，帝王终于出手游了！伐木造兵，建立属于你的王国！', '开局1个农民，砍树、采石、发展军队、拓展领地，多久一统王国？', '当年风靡一时的王国出手游啦！开局选文明、伐木建造、原汁原味!', '1:1还原经典端游，开局5个农民，伐木采石，填海造陆，建造王国！', '完美还原经典端游，采集，伐木，挖石，3天打造属于你的王国！', '伐木采石建造！老玩家们你还记得帝王吗？现在终于出手游啦！']"
6307,21206,1429734,40046,113,罗马：单机加强版,下载领取中国区专属福利！,"['开局1个农民，砍树、采石、发展军队、拓展领地，多久一统王国？', '完美还原经典端游，采集，伐木，挖石，3天打造属于你的王国！', '当年风靡一时的王国出手游啦！开局选文明、伐木建造、原汁原味!', '1:1还原经典端游，开局5个农民，伐木采石，填海造陆，建造王国！', '苦等20年，帝王终于出手游了！伐木造兵，建立属于你的王国！']"
6308,21206,1429723,43829,113,罗马：单机加强版,下载领取中国区专属福利！,"['当年风靡一时的王国出手游啦！开局选文明、伐木建造、原汁原味!', '1:1还原经典端游，开局5个农民，伐木采石，填海造陆，建造王国！', '苦等20年，帝王终于出手游了！伐木造兵，建立属于你的王国！', '开局1个农民，砍树、采石、发展军队、拓展领地，多久一统王国？', '完美还原经典端游，采集，伐木，挖石，3天打造属于你的王国！', '伐木采石建造！老玩家们你还记得帝王吗？现在终于出手游啦！']"
6309,21206,1429737,42958,113,罗马：单机加强版,下载领取中国区专属福利！,"['1:1还原经典端游，开局5个农民，伐木采石，填海造陆，建造王国！', '完美还原经典端游，采集，伐木，挖石，3天打造属于你的王国！', '当年风靡一时的王国出手游啦！开局选文明、伐木建造、原汁原味!', '开局1个农民，砍树、采石、发展军队、拓展领地，多久一统王国？', '苦等20年，帝王终于出手游了！伐木造兵，建立属于你的王国！', '伐木采石建造！老玩家们你还记得帝王吗？现在终于出手游啦！']"
6310,21206,1429745,42958,113,罗马：单机加强版,下载领取中国区专属福利！,"['开局1个农民，砍树、采石、发展军队、拓展领地，多久一统王国？', '当年风靡一时的王国出手游啦！开局选文明、伐木建造、原汁原味!', '完美还原经典端游，采集，伐木，挖石，3天打造属于你的王国！', '苦等20年，帝王终于出手游了！伐木造兵，建立属于你的王国！', '1:1还原经典端游，开局5个农民，伐木采石，填海造陆，建造王国！', '伐木采石建造！老玩家们你还记得帝王吗？现在终于出手游啦！']"
6311,21206,1429733,43883,113,罗马：单机加强版,下载领取中国区专属福利！,"['伐木采石建造！老玩家们你还记得帝王吗？现在终于出手游啦！', '苦等20年，帝王终于出手游了！伐木造兵，建立属于你的王国！', '当年风靡一时的王国出手游啦！开局选文明、伐木建造、原汁原味!', '完美还原经典端游，采集，伐木，挖石，3天打造属于你的王国！', '开局1个农民，砍树、采石、发展军队、拓展领地，多久一统王国？', '1:1还原经典端游，开局5个农民，伐木采石，填海造陆，建造王国！']"
6312,21206,1429743,42958,113,罗马：单机加强版,下载领取中国区专属福利！,"['当年风靡一时的王国出手游啦！开局选文明、伐木建造、原汁原味!', '1:1还原经典端游，开局5个农民，伐木采石，填海造陆，建造王国！', '伐木采石建造！老玩家们你还记得帝王吗？现在终于出手游啦！', '完美还原经典端游，采集，伐木，挖石，3天打造属于你的王国！', '开局1个农民，砍树、采石、发展军队、拓展领地，多久一统王国？', '苦等20年，帝王终于出手游了！伐木造兵，建立属于你的王国！']"
6313,21206,1429756,42958,113,罗马：单机加强版,下载领取中国区专属福利！,"['伐木采石建造！老玩家们你还记得帝王吗？现在终于出手游啦！', '1:1还原经典端游，开局5个农民，伐木采石，填海造陆，建造王国！', '完美还原经典端游，采集，伐木，挖石，3天打造属于你的王国！', '苦等20年，帝王终于出手游了！伐木造兵，建立属于你的王国！', '当年风靡一时的王国出手游啦！开局选文明、伐木建造、原汁原味!', '开局1个农民，砍树、采石、发展军队、拓展领地，多久一统王国？']"
6314,21206,1429755,44178,113,罗马：单机加强版,下载领取中国区专属福利！,"['开局1个农民，砍树、采石、发展军队、拓展领地，多久一统王国？', '完美还原经典端游，采集，伐木，挖石，3天打造属于你的王国！', '伐木采石建造！老玩家们你还记得帝王吗？现在终于出手游啦！', '苦等20年，帝王终于出手游了！伐木造兵，建立属于你的王国！', '1:1还原经典端游，开局5个农民，伐木采石，填海造陆，建造王国！']"
6315,21206,1429752,42958,113,罗马：单机加强版,下载领取中国区专属福利！,"['开局1个农民，砍树、采石、发展军队、拓展领地，多久一统王国？', '苦等20年，帝王终于出手游了！伐木造兵，建立属于你的王国！', '伐木采石建造！老玩家们你还记得帝王吗？现在终于出手游啦！', '1:1还原经典端游，开局5个农民，伐木采石，填海造陆，建造王国！', '完美还原经典端游，采集，伐木，挖石，3天打造属于你的王国！', '当年风靡一时的王国出手游啦！开局选文明、伐木建造、原汁原味!']"
6316,21206,1429760,42958,113,罗马：单机加强版,下载领取中国区专属福利！,"['苦等20年，帝王终于出手游了！伐木造兵，建立属于你的王国！', '1:1还原经典端游，开局5个农民，伐木采石，填海造陆，建造王国！', '开局1个农民，砍树、采石、发展军队、拓展领地，多久一统王国？', '伐木采石建造！老玩家们你还记得帝王吗？现在终于出手游啦！', '完美还原经典端游，采集，伐木，挖石，3天打造属于你的王国！', '当年风靡一时的王国出手游啦！开局选文明、伐木建造、原汁原味!']"
6317,21206,1429753,44178,113,罗马：单机加强版,下载领取中国区专属福利！,"['伐木采石建造！老玩家们你还记得帝王吗？现在终于出手游啦！', '苦等20年，帝王终于出手游了！伐木造兵，建立属于你的王国！', '完美还原经典端游，采集，伐木，挖石，3天打造属于你的王国！', '开局1个农民，砍树、采石、发展军队、拓展领地，多久一统王国？', '1:1还原经典端游，开局5个农民，伐木采石，填海造陆，建造王国！']"
6318,21206,1429754,43829,113,罗马：单机加强版,下载领取中国区专属福利！,"['伐木采石建造！老玩家们你还记得帝王吗？现在终于出手游啦！', '当年风靡一时的王国出手游啦！开局选文明、伐木建造、原汁原味!', '1:1还原经典端游，开局5个农民，伐木采石，填海造陆，建造王国！', '完美还原经典端游，采集，伐木，挖石，3天打造属于你的王国！', '开局1个农民，砍树、采石、发展军队、拓展领地，多久一统王国？', '苦等20年，帝王终于出手游了！伐木造兵，建立属于你的王国！']"
6319,21206,1429757,43883,113,罗马：单机加强版,下载领取中国区专属福利！,"['当年风靡一时的王国出手游啦！开局选文明、伐木建造、原汁原味!', '开局1个农民，砍树、采石、发展军队、拓展领地，多久一统王国？', '1:1还原经典端游，开局5个农民，伐木采石，填海造陆，建造王国！', '苦等20年，帝王终于出手游了！伐木造兵，建立属于你的王国！', '伐木采石建造！老玩家们你还记得帝王吗？现在终于出手游啦！', '完美还原经典端游，采集，伐木，挖石，3天打造属于你的王国！']"
6320,21206,1429759,43883,113,罗马：单机加强版,下载领取中国区专属福利！,"['苦等20年，帝王终于出手游了！伐木造兵，建立属于你的王国！', '伐木采石建造！老玩家们你还记得帝王吗？现在终于出手游啦！', '1:1还原经典端游，开局5个农民，伐木采石，填海造陆，建造王国！', '当年风靡一时的王国出手游啦！开局选文明、伐木建造、原汁原味!', '开局1个农民，砍树、采石、发展军队、拓展领地，多久一统王国？', '完美还原经典端游，采集，伐木，挖石，3天打造属于你的王国！']"
6321,21206,1429758,44178,113,罗马：单机加强版,下载领取中国区专属福利！,"['伐木采石建造！老玩家们你还记得帝王吗？现在终于出手游啦！', '完美还原经典端游，采集，伐木，挖石，3天打造属于你的王国！', '开局1个农民，砍树、采石、发展军队、拓展领地，多久一统王国？', '1:1还原经典端游，开局5个农民，伐木采石，填海造陆，建造王国！', '苦等20年，帝王终于出手游了！伐木造兵，建立属于你的王国！']"
6322,21206,1430700,43883,113,罗马：单机加强版,下载领取中国区专属福利！,"['当年风靡一时的王国出手游啦！开局选文明、伐木建造、原汁原味!', '完美还原经典端游，采集，伐木，挖石，3天打造属于你的王国！', '1:1还原经典端游，开局5个农民，伐木采石，填海造陆，建造王国！', '伐木采石建造！老玩家们你还记得帝王吗？现在终于出手游啦！', '开局1个农民，砍树、采石、发展军队、拓展领地，多久一统王国？', '苦等20年，帝王终于出手游了！伐木造兵，建立属于你的王国！']"
6323,21206,1430701,42958,113,罗马：单机加强版,下载领取中国区专属福利！,"['1:1还原经典端游，开局5个农民，伐木采石，填海造陆，建造王国！', '开局1个农民，砍树、采石、发展军队、拓展领地，多久一统王国？', '苦等20年，帝王终于出手游了！伐木造兵，建立属于你的王国！', '完美还原经典端游，采集，伐木，挖石，3天打造属于你的王国！', '伐木采石建造！老玩家们你还记得帝王吗？现在终于出手游啦！']"
6324,21206,1430699,43883,113,罗马：单机加强版,下载领取中国区专属福利！,"['苦等20年，帝王终于出手游了！伐木造兵，建立属于你的王国！', '当年风靡一时的王国出手游啦！开局选文明、伐木建造、原汁原味!', '开局1个农民，砍树、采石、发展军队、拓展领地，多久一统王国？', '1:1还原经典端游，开局5个农民，伐木采石，填海造陆，建造王国！', '伐木采石建造！老玩家们你还记得帝王吗？现在终于出手游啦！', '完美还原经典端游，采集，伐木，挖石，3天打造属于你的王国！']"
6325,21206,1430723,43829,113,罗马：单机加强版,下载领取中国区专属福利！,"['开局1个农民，砍树、采石、发展军队、拓展领地，多久一统王国？', '1:1还原经典端游，开局5个农民，伐木采石，填海造陆，建造王国！', '苦等20年，帝王终于出手游了！伐木造兵，建立属于你的王国！', '伐木采石建造！老玩家们你还记得帝王吗？现在终于出手游啦！', '完美还原经典端游，采集，伐木，挖石，3天打造属于你的王国！']"
6326,21206,1430724,42958,113,罗马：单机加强版,下载领取中国区专属福利！,"['伐木采石建造！老玩家们你还记得帝王吗？现在终于出手游啦！', '完美还原经典端游，采集，伐木，挖石，3天打造属于你的王国！', '苦等20年，帝王终于出手游了！伐木造兵，建立属于你的王国！', '开局1个农民，砍树、采石、发展军队、拓展领地，多久一统王国？', '1:1还原经典端游，开局5个农民，伐木采石，填海造陆，建造王国！']"
6327,21206,1430698,43883,113,罗马：单机加强版,下载领取中国区专属福利！,"['伐木采石建造！老玩家们你还记得帝王吗？现在终于出手游啦！', '当年风靡一时的王国出手游啦！开局选文明、伐木建造、原汁原味!', '完美还原经典端游，采集，伐木，挖石，3天打造属于你的王国！', '开局1个农民，砍树、采石、发展军队、拓展领地，多久一统王国？', '1:1还原经典端游，开局5个农民，伐木采石，填海造陆，建造王国！', '苦等20年，帝王终于出手游了！伐木造兵，建立属于你的王国！']"
6328,21206,1430708,43829,113,罗马：单机加强版,下载领取中国区专属福利！,"['开局1个农民，砍树、采石、发展军队、拓展领地，多久一统王国？', '1:1还原经典端游，开局5个农民，伐木采石，填海造陆，建造王国！', '伐木采石建造！老玩家们你还记得帝王吗？现在终于出手游啦！', '完美还原经典端游，采集，伐木，挖石，3天打造属于你的王国！', '苦等20年，帝王终于出手游了！伐木造兵，建立属于你的王国！']"
6329,21206,1430720,43829,113,罗马：单机加强版,下载领取中国区专属福利！,"['苦等20年，帝王终于出手游了！伐木造兵，建立属于你的王国！', '开局1个农民，砍树、采石、发展军队、拓展领地，多久一统王国？', '1:1还原经典端游，开局5个农民，伐木采石，填海造陆，建造王国！', '伐木采石建造！老玩家们你还记得帝王吗？现在终于出手游啦！', '完美还原经典端游，采集，伐木，挖石，3天打造属于你的王国！']"
6330,21206,1430713,43883,113,罗马：单机加强版,下载领取中国区专属福利！,"['1:1还原经典端游，开局5个农民，伐木采石，填海造陆，建造王国！', '完美还原经典端游，采集，伐木，挖石，3天打造属于你的王国！', '苦等20年，帝王终于出手游了！伐木造兵，建立属于你的王国！', '开局1个农民，砍树、采石、发展军队、拓展领地，多久一统王国？', '伐木采石建造！老玩家们你还记得帝王吗？现在终于出手游啦！', '当年风靡一时的王国出手游啦！开局选文明、伐木建造、原汁原味!']"
6331,21206,1430715,42958,113,罗马：单机加强版,下载领取中国区专属福利！,"['苦等20年，帝王终于出手游了！伐木造兵，建立属于你的王国！', '1:1还原经典端游，开局5个农民，伐木采石，填海造陆，建造王国！', '完美还原经典端游，采集，伐木，挖石，3天打造属于你的王国！', '开局1个农民，砍树、采石、发展军队、拓展领地，多久一统王国？', '伐木采石建造！老玩家们你还记得帝王吗？现在终于出手游啦！']"
6332,21206,1430707,43883,113,罗马：单机加强版,下载领取中国区专属福利！,"['伐木采石建造！老玩家们你还记得帝王吗？现在终于出手游啦！', '完美还原经典端游，采集，伐木，挖石，3天打造属于你的王国！', '当年风靡一时的王国出手游啦！开局选文明、伐木建造、原汁原味!', '苦等20年，帝王终于出手游了！伐木造兵，建立属于你的王国！', '1:1还原经典端游，开局5个农民，伐木采石，填海造陆，建造王国！', '开局1个农民，砍树、采石、发展军队、拓展领地，多久一统王国？']"
6333,21206,1430702,43883,113,罗马：单机加强版,下载领取中国区专属福利！,"['当年风靡一时的王国出手游啦！开局选文明、伐木建造、原汁原味!', '伐木采石建造！老玩家们你还记得帝王吗？现在终于出手游啦！', '1:1还原经典端游，开局5个农民，伐木采石，填海造陆，建造王国！', '完美还原经典端游，采集，伐木，挖石，3天打造属于你的王国！', '苦等20年，帝王终于出手游了！伐木造兵，建立属于你的王国！', '开局1个农民，砍树、采石、发展军队、拓展领地，多久一统王国？']"
6334,21206,1430716,40046,113,罗马：单机加强版,下载领取中国区专属福利！,"['伐木采石建造！老玩家们你还记得帝王吗？现在终于出手游啦！', '完美还原经典端游，采集，伐木，挖石，3天打造属于你的王国！', '当年风靡一时的王国出手游啦！开局选文明、伐木建造、原汁原味!', '苦等20年，帝王终于出手游了！伐木造兵，建立属于你的王国！', '1:1还原经典端游，开局5个农民，伐木采石，填海造陆，建造王国！', '开局1个农民，砍树、采石、发展军队、拓展领地，多久一统王国？']"
6335,21206,1430719,43829,113,罗马：单机加强版,下载领取中国区专属福利！,"['苦等20年，帝王终于出手游了！伐木造兵，建立属于你的王国！', '1:1还原经典端游，开局5个农民，伐木采石，填海造陆，建造王国！', '开局1个农民，砍树、采石、发展军队、拓展领地，多久一统王国？', '完美还原经典端游，采集，伐木，挖石，3天打造属于你的王国！', '伐木采石建造！老玩家们你还记得帝王吗？现在终于出手游啦！']"
6336,21206,1430714,42958,113,罗马：单机加强版,下载领取中国区专属福利！,"['苦等20年，帝王终于出手游了！伐木造兵，建立属于你的王国！', '开局1个农民，砍树、采石、发展军队、拓展领地，多久一统王国？', '1:1还原经典端游，开局5个农民，伐木采石，填海造陆，建造王国！', '伐木采石建造！老玩家们你还记得帝王吗？现在终于出手游啦！', '完美还原经典端游，采集，伐木，挖石，3天打造属于你的王国！']"
6337,21206,1430705,43883,113,罗马：单机加强版,下载领取中国区专属福利！,"['开局1个农民，砍树、采石、发展军队、拓展领地，多久一统王国？', '1:1还原经典端游，开局5个农民，伐木采石，填海造陆，建造王国！', '苦等20年，帝王终于出手游了！伐木造兵，建立属于你的王国！', '伐木采石建造！老玩家们你还记得帝王吗？现在终于出手游啦！', '完美还原经典端游，采集，伐木，挖石，3天打造属于你的王国！', '当年风靡一时的王国出手游啦！开局选文明、伐木建造、原汁原味!']"
6338,21206,1430721,42958,113,罗马：单机加强版,下载领取中国区专属福利！,"['1:1还原经典端游，开局5个农民，伐木采石，填海造陆，建造王国！', '苦等20年，帝王终于出手游了！伐木造兵，建立属于你的王国！', '伐木采石建造！老玩家们你还记得帝王吗？现在终于出手游啦！', '开局1个农民，砍树、采石、发展军队、拓展领地，多久一统王国？', '完美还原经典端游，采集，伐木，挖石，3天打造属于你的王国！']"
6339,21206,1430711,40046,113,罗马：单机加强版,下载领取中国区专属福利！,"['苦等20年，帝王终于出手游了！伐木造兵，建立属于你的王国！', '1:1还原经典端游，开局5个农民，伐木采石，填海造陆，建造王国！', '开局1个农民，砍树、采石、发展军队、拓展领地，多久一统王国？', '当年风靡一时的王国出手游啦！开局选文明、伐木建造、原汁原味!', '伐木采石建造！老玩家们你还记得帝王吗？现在终于出手游啦！', '完美还原经典端游，采集，伐木，挖石，3天打造属于你的王国！']"
6340,21206,1430703,44178,113,罗马：单机加强版,海上荒岛，打造你的王国,"['组建强大队伍，击败无穷无尽的敌人，扩张自己的领土', '1:1还原经典，开局5个农民，伐木采矿，造兵攻城，建造王国！', '开局5农民，伐木种田，采矿贸易，3天打造你的城堡！', '发挥你的超强指挥能力，击败无穷无尽的敌人，招募更多士兵！', '还原经典单机游戏，采集，伐木，采矿，建属于你的城堡', '罗马时代，靠实力说话！争夺更多资源，建立你的时代']"
6341,21206,1430710,43829,113,罗马：单机加强版,下载领取中国区专属福利！,"['伐木采石建造！老玩家们你还记得帝王吗？现在终于出手游啦！', '1:1还原经典端游，开局5个农民，伐木采石，填海造陆，建造王国！', '开局1个农民，砍树、采石、发展军队、拓展领地，多久一统王国？', '完美还原经典端游，采集，伐木，挖石，3天打造属于你的王国！', '苦等20年，帝王终于出手游了！伐木造兵，建立属于你的王国！']"
6342,21206,1430709,42958,113,罗马：单机加强版,下载领取中国区专属福利！,"['1:1还原经典端游，开局5个农民，伐木采石，填海造陆，建造王国！', '苦等20年，帝王终于出手游了！伐木造兵，建立属于你的王国！', '完美还原经典端游，采集，伐木，挖石，3天打造属于你的王国！', '开局1个农民，砍树、采石、发展军队、拓展领地，多久一统王国？', '伐木采石建造！老玩家们你还记得帝王吗？现在终于出手游啦！']"
6343,21206,1430718,43829,113,罗马：单机加强版,下载领取中国区专属福利！,"['伐木采石建造！老玩家们你还记得帝王吗？现在终于出手游啦！', '完美还原经典端游，采集，伐木，挖石，3天打造属于你的王国！', '苦等20年，帝王终于出手游了！伐木造兵，建立属于你的王国！', '开局1个农民，砍树、采石、发展军队、拓展领地，多久一统王国？', '1:1还原经典端游，开局5个农民，伐木采石，填海造陆，建造王国！']"
6344,21206,1430706,43829,113,罗马：单机加强版,下载领取中国区专属福利！,"['苦等20年，帝王终于出手游了！伐木造兵，建立属于你的王国！', '开局1个农民，砍树、采石、发展军队、拓展领地，多久一统王国？', '1:1还原经典端游，开局5个农民，伐木采石，填海造陆，建造王国！', '伐木采石建造！老玩家们你还记得帝王吗？现在终于出手游啦！', '完美还原经典端游，采集，伐木，挖石，3天打造属于你的王国！']"
6345,21206,1430712,43829,113,罗马：单机加强版,下载领取中国区专属福利！,"['完美还原经典端游，采集，伐木，挖石，3天打造属于你的王国！', '伐木采石建造！老玩家们你还记得帝王吗？现在终于出手游啦！', '1:1还原经典端游，开局5个农民，伐木采石，填海造陆，建造王国！', '苦等20年，帝王终于出手游了！伐木造兵，建立属于你的王国！', '开局1个农民，砍树、采石、发展军队、拓展领地，多久一统王国？']"
6346,21206,1430704,44178,113,罗马：单机加强版,海上荒岛，打造你的王国,"['1:1还原经典，开局5个农民，伐木采矿，造兵攻城，建造王国！', '发挥你的超强指挥能力，击败无穷无尽的敌人，招募更多士兵！', '开局5农民，伐木种田，采矿贸易，3天打造你的城堡！', '组建强大队伍，击败无穷无尽的敌人，扩张自己的领土', '罗马时代，靠实力说话！争夺更多资源，建立你的时代', '还原经典单机游戏，采集，伐木，采矿，建属于你的城堡']"
6347,21206,1430730,44178,113,罗马：单机加强版,海上荒岛，打造你的王国,"['发挥你的超强指挥能力，击败无穷无尽的敌人，招募更多士兵！', '开局5农民，伐木种田，采矿贸易，3天打造你的城堡！', '组建强大队伍，击败无穷无尽的敌人，扩张自己的领土', '罗马时代，靠实力说话！争夺更多资源，建立你的时代', '还原经典单机游戏，采集，伐木，采矿，建属于你的城堡', '1:1还原经典，开局5个农民，伐木采矿，造兵攻城，建造王国！']"
6348,21206,1430727,44178,113,罗马：单机加强版,海上荒岛，打造你的王国,"['发挥你的超强指挥能力，击败无穷无尽的敌人，招募更多士兵！', '组建强大队伍，击败无穷无尽的敌人，扩张自己的领土', '开局5农民，伐木种田，采矿贸易，3天打造你的城堡！', '罗马时代，靠实力说话！争夺更多资源，建立你的时代', '1:1还原经典，开局5个农民，伐木采矿，造兵攻城，建造王国！', '还原经典单机游戏，采集，伐木，采矿，建属于你的城堡']"
6349,21206,1430725,44178,113,罗马：单机加强版,海上荒岛，打造你的王国,"['组建强大队伍，击败无穷无尽的敌人，扩张自己的领土', '1:1还原经典，开局5个农民，伐木采矿，造兵攻城，建造王国！', '发挥你的超强指挥能力，击败无穷无尽的敌人，招募更多士兵！', '罗马时代，靠实力说话！争夺更多资源，建立你的时代', '开局5农民，伐木种田，采矿贸易，3天打造你的城堡！', '还原经典单机游戏，采集，伐木，采矿，建属于你的城堡']"
6350,21206,1430726,44178,113,罗马：单机加强版,海上荒岛，打造你的王国,"['1:1还原经典，开局5个农民，伐木采矿，造兵攻城，建造王国！', '罗马时代，靠实力说话！争夺更多资源，建立你的时代', '发挥你的超强指挥能力，击败无穷无尽的敌人，招募更多士兵！', '还原经典单机游戏，采集，伐木，采矿，建属于你的城堡', '组建强大队伍，击败无穷无尽的敌人，扩张自己的领土', '开局5农民，伐木种田，采矿贸易，3天打造你的城堡！']"
6351,21206,1430717,44178,113,罗马：单机加强版,海上荒岛，打造你的王国,"['1:1还原经典，开局5个农民，伐木采矿，造兵攻城，建造王国！', '发挥你的超强指挥能力，击败无穷无尽的敌人，招募更多士兵！', '组建强大队伍，击败无穷无尽的敌人，扩张自己的领土', '开局5农民，伐木种田，采矿贸易，3天打造你的城堡！', '还原经典单机游戏，采集，伐木，采矿，建属于你的城堡', '罗马时代，靠实力说话！争夺更多资源，建立你的时代']"
6352,21206,1430722,42958,113,罗马：单机加强版,下载领取中国区专属福利！,"['开局1个农民，砍树、采石、发展军队、拓展领地，多久一统王国？', '1:1还原经典端游，开局5个农民，伐木采石，填海造陆，建造王国！', '苦等20年，帝王终于出手游了！伐木造兵，建立属于你的王国！', '完美还原经典端游，采集，伐木，挖石，3天打造属于你的王国！', '伐木采石建造！老玩家们你还记得帝王吗？现在终于出手游啦！']"
6353,21206,1430738,42958,113,罗马：单机加强版,下载领取中国区专属福利！,"['1:1还原经典端游，开局5个农民，伐木采石，填海造陆，建造王国！', '开局1个农民，砍树、采石、发展军队、拓展领地，多久一统王国？', '完美还原经典端游，采集，伐木，挖石，3天打造属于你的王国！', '伐木采石建造！老玩家们你还记得帝王吗？现在终于出手游啦！', '苦等20年，帝王终于出手游了！伐木造兵，建立属于你的王国！']"
6354,21206,1430744,44178,113,罗马：单机加强版,海上荒岛，打造你的王国,"['开局5农民，伐木种田，采矿贸易，3天打造你的城堡！', '发挥你的超强指挥能力，击败无穷无尽的敌人，招募更多士兵！', '组建强大队伍，击败无穷无尽的敌人，扩张自己的领土', '罗马时代，靠实力说话！争夺更多资源，建立你的时代', '还原经典单机游戏，采集，伐木，采矿，建属于你的城堡', '1:1还原经典，开局5个农民，伐木采矿，造兵攻城，建造王国！']"
6355,21206,1430736,43829,113,罗马：单机加强版,下载领取中国区专属福利！,"['苦等20年，帝王终于出手游了！伐木造兵，建立属于你的王国！', '开局1个农民，砍树、采石、发展军队、拓展领地，多久一统王国？', '1:1还原经典端游，开局5个农民，伐木采石，填海造陆，建造王国！', '伐木采石建造！老玩家们你还记得帝王吗？现在终于出手游啦！', '完美还原经典端游，采集，伐木，挖石，3天打造属于你的王国！']"
6356,21206,1430734,40046,113,罗马：单机加强版,下载领取中国区专属福利！,"['伐木采石建造！老玩家们你还记得帝王吗？现在终于出手游啦！', '当年风靡一时的王国出手游啦！开局选文明、伐木建造、原汁原味!', '完美还原经典端游，采集，伐木，挖石，3天打造属于你的王国！', '苦等20年，帝王终于出手游了！伐木造兵，建立属于你的王国！', '开局1个农民，砍树、采石、发展军队、拓展领地，多久一统王国？', '1:1还原经典端游，开局5个农民，伐木采石，填海造陆，建造王国！']"
6357,21206,1430732,43883,113,罗马：单机加强版,下载领取中国区专属福利！,"['苦等20年，帝王终于出手游了！伐木造兵，建立属于你的王国！', '伐木采石建造！老玩家们你还记得帝王吗？现在终于出手游啦！', '当年风靡一时的王国出手游啦！开局选文明、伐木建造、原汁原味!', '完美还原经典端游，采集，伐木，挖石，3天打造属于你的王国！', '1:1还原经典端游，开局5个农民，伐木采石，填海造陆，建造王国！', '开局1个农民，砍树、采石、发展军队、拓展领地，多久一统王国？']"
6358,21206,1430755,42958,113,罗马：单机加强版,下载领取中国区专属福利！,"['开局1个农民，砍树、采石、发展军队、拓展领地，多久一统王国？', '伐木采石建造！老玩家们你还记得帝王吗？现在终于出手游啦！', '1:1还原经典端游，开局5个农民，伐木采石，填海造陆，建造王国！', '完美还原经典端游，采集，伐木，挖石，3天打造属于你的王国！', '苦等20年，帝王终于出手游了！伐木造兵，建立属于你的王国！']"
6359,21206,1430766,43883,113,罗马：单机加强版,下载领取中国区专属福利！,"['伐木采石建造！老玩家们你还记得帝王吗？现在终于出手游啦！', '苦等20年，帝王终于出手游了！伐木造兵，建立属于你的王国！', '当年风靡一时的王国出手游啦！开局选文明、伐木建造、原汁原味!', '1:1还原经典端游，开局5个农民，伐木采石，填海造陆，建造王国！', '完美还原经典端游，采集，伐木，挖石，3天打造属于你的王国！', '开局1个农民，砍树、采石、发展军队、拓展领地，多久一统王国？']"
6360,21206,1432239,42463,113,罗马：单机加强版,下载领取中国区专属福利！,"['当年风靡一时的王国出手游啦！开局选文明、伐木建造、原汁原味!', '伐木采石建造！老玩家们你还记得帝王吗？现在终于出手游啦！', '开局1个农民，砍树、采石、发展军队、拓展领地，多久一统王国？', '1:1还原经典端游，开局5个农民，伐木采石，填海造陆，建造王国！', '完美还原经典端游，采集，伐木，挖石，3天打造属于你的王国！', '苦等20年，帝王终于出手游了！伐木造兵，建立属于你的王国！']"
6361,21206,1432235,42958,113,罗马：单机加强版,下载领取中国区专属福利！,"['1:1还原经典端游，开局5个农民，伐木采石，填海造陆，建造王国！', '开局1个农民，砍树、采石、发展军队、拓展领地，多久一统王国？', '苦等20年，帝王终于出手游了！伐木造兵，建立属于你的王国！', '当年风靡一时的王国出手游啦！开局选文明、伐木建造、原汁原味!', '伐木采石建造！老玩家们你还记得帝王吗？现在终于出手游啦！', '完美还原经典端游，采集，伐木，挖石，3天打造属于你的王国！']"
